	Province	Country	Year	Value
21355	Castilla y León	HND	2013	210.0
21356	Castilla y León	HND	2014	150.0
21357	Castilla y León	HND	2015	108.0
21358	Castilla y León	HND	2016	92.0
21359	Castilla y León	HND	2017	91.0
21360	Castilla y León	HUN	1998	212.0
21361	Castilla y León	HUN	1999	265.0
21362	Castilla y León	HUN	2000	337.0
21363	Castilla y León	HUN	2001	375.0
21364	Castilla y León	HUN	2002	431.0
21365	Castilla y León	HUN	2003	469.0
21366	Castilla y León	HUN	2004	416.0
21367	Castilla y León	HUN	2005	362.0
21368	Castilla y León	HUN	2006	312.0
21369	Castilla y León	HUN	2007	279.0
21370	Castilla y León	HUN	2008	168.0
21371	Castilla y León	HUN	2009	102.0
21372	Castilla y León	HUN	2010	58.0
21373	Castilla y León	HUN	2011	38.0
21374	Castilla y León	HUN	2012	36.0
21375	Castilla y León	HUN	2013	24.0
21376	Castilla y León	HUN	2014	8.0
21377	Castilla y León	HUN	2015	5.0
21378	Castilla y León	HUN	2016	4.0
21379	Castilla y León	HUN	2017	5.0
21380	Castilla y León	ISL	1998	4.0
21381	Castilla y León	ISL	1999	5.0
21382	Castilla y León	ISL	2000	5.0
21383	Castilla y León	ISL	2001	5.0
21384	Castilla y León	ISL	2002	6.0
21385	Castilla y León	ISL	2003	7.0
21386	Castilla y León	ISL	2004	7.0
21387	Castilla y León	ISL	2005	7.0
21388	Castilla y León	ISL	2006	7.0
21389	Castilla y León	ISL	2007	6.0
21390	Castilla y León	ISL	2008	6.0
21391	Castilla y León	ISL	2009	4.0
21392	Castilla y León	ISL	2010	4.0
21393	Castilla y León	ISL	2011	5.0
21394	Castilla y León	ISL	2012	5.0
21395	Castilla y León	ISL	2013	4.0
21396	Castilla y León	ISL	2014	4.0
21397	Castilla y León	ISL	2015	4.0
21398	Castilla y León	ISL	2016	4.0
21399	Castilla y León	ISL	2017	6.0
21400	Castilla y León	IND	1998	397.0
21401	Castilla y León	IND	1999	350.0
21402	Castilla y León	IND	2000	304.0
21403	Castilla y León	IND	2001	292.0
21404	Castilla y León	IND	2002	294.0
21405	Castilla y León	IND	2003	277.0
21406	Castilla y León	IND	2004	271.0
21407	Castilla y León	IND	2005	254.0
21408	Castilla y León	IND	2006	229.0
21409	Castilla y León	IND	2007	202.0
21410	Castilla y León	IND	2008	194.0
21411	Castilla y León	IND	2009	172.0
21412	Castilla y León	IND	2010	159.0
21413	Castilla y León	IND	2011	126.0
21414	Castilla y León	IND	2012	123.0
21415	Castilla y León	IND	2013	80.0
21416	Castilla y León	IND	2014	50.0
21417	Castilla y León	IND	2015	45.0
21418	Castilla y León	IND	2016	44.0
21419	Castilla y León	IND	2017	44.0
21420	Castilla y León	IDN	1998	14.0
21421	Castilla y León	IDN	1999	11.0
21422	Castilla y León	IDN	2000	11.0
21423	Castilla y León	IDN	2001	11.0
21424	Castilla y León	IDN	2002	10.0
21425	Castilla y León	IDN	2003	10.0
21426	Castilla y León	IDN	2004	9.0
21427	Castilla y León	IDN	2005	10.0
21428	Castilla y León	IDN	2006	10.0
21429	Castilla y León	IDN	2007	10.0
21430	Castilla y León	IDN	2008	11.0
21431	Castilla y León	IDN	2009	11.0
21432	Castilla y León	IDN	2010	8.0
21433	Castilla y León	IDN	2011	8.0
21434	Castilla y León	IDN	2012	7.0
21435	Castilla y León	IDN	2013	4.0
21436	Castilla y León	IDN	2014	3.0
21437	Castilla y León	IDN	2015	2.0
21438	Castilla y León	IDN	2016	2.0
21439	Castilla y León	IDN	2017	5.0
21440	Castilla y León	IRN	1998	67.0
21441	Castilla y León	IRN	1999	69.0
21442	Castilla y León	IRN	2000	50.0
21443	Castilla y León	IRN	2001	60.0
21444	Castilla y León	IRN	2002	64.0
21445	Castilla y León	IRN	2003	68.0
21446	Castilla y León	IRN	2004	71.0
21447	Castilla y León	IRN	2005	75.0
21448	Castilla y León	IRN	2006	69.0
21449	Castilla y León	IRN	2007	68.0
21450	Castilla y León	IRN	2008	67.0
21451	Castilla y León	IRN	2009	83.0
21452	Castilla y León	IRN	2010	65.0
21453	Castilla y León	IRN	2011	53.0
21454	Castilla y León	IRN	2012	60.0
21455	Castilla y León	IRN	2013	55.0
21456	Castilla y León	IRN	2014	52.0
21457	Castilla y León	IRN	2015	46.0
21458	Castilla y León	IRN	2016	36.0
21459	Castilla y León	IRN	2017	36.0
21460	Castilla y León	IRQ	1998	29.0
21461	Castilla y León	IRQ	1999	13.0
21462	Castilla y León	IRQ	2000	10.0
21463	Castilla y León	IRQ	2001	7.0
21464	Castilla y León	IRQ	2002	7.0
21465	Castilla y León	IRQ	2003	6.0
21466	Castilla y León	IRQ	2004	13.0
21467	Castilla y León	IRQ	2005	12.0
21468	Castilla y León	IRQ	2006	11.0
21469	Castilla y León	IRQ	2007	13.0
21470	Castilla y León	IRQ	2008	11.0
21471	Castilla y León	IRQ	2009	20.0
21472	Castilla y León	IRQ	2010	19.0
21473	Castilla y León	IRQ	2011	15.0
21474	Castilla y León	IRQ	2012	21.0
21475	Castilla y León	IRQ	2013	17.0
21476	Castilla y León	IRQ	2014	18.0
21477	Castilla y León	IRQ	2015	18.0
21478	Castilla y León	IRQ	2016	17.0
21479	Castilla y León	IRQ	2017	20.0
21480	Castilla y León	IRL	1998	129.0
21481	Castilla y León	IRL	1999	139.0
21482	Castilla y León	IRL	2000	152.0
21483	Castilla y León	IRL	2001	159.0
21484	Castilla y León	IRL	2002	169.0
21485	Castilla y León	IRL	2003	175.0
21486	Castilla y León	IRL	2004	156.0
21487	Castilla y León	IRL	2005	147.0
21488	Castilla y León	IRL	2006	144.0
21489	Castilla y León	IRL	2007	142.0
21490	Castilla y León	IRL	2008	114.0
21491	Castilla y León	IRL	2009	106.0
21492	Castilla y León	IRL	2010	94.0
21493	Castilla y León	IRL	2011	83.0
21494	Castilla y León	IRL	2012	91.0
21495	Castilla y León	IRL	2013	77.0
21496	Castilla y León	IRL	2014	57.0
21497	Castilla y León	IRL	2015	48.0
21498	Castilla y León	IRL	2016	46.0
21499	Castilla y León	IRL	2017	44.0
21500	Castilla y León	ISR	1998	9.0
21501	Castilla y León	ISR	1999	10.0
21502	Castilla y León	ISR	2000	13.0
21503	Castilla y León	ISR	2001	20.0
21504	Castilla y León	ISR	2002	19.0
21505	Castilla y León	ISR	2003	15.0
21506	Castilla y León	ISR	2004	41.0
21507	Castilla y León	ISR	2005	48.0
21508	Castilla y León	ISR	2006	31.0
21509	Castilla y León	ISR	2007	33.0
21510	Castilla y León	ISR	2008	32.0
21511	Castilla y León	ISR	2009	25.0
21512	Castilla y León	ISR	2010	17.0
21513	Castilla y León	ISR	2011	17.0
21514	Castilla y León	ISR	2012	13.0
21515	Castilla y León	ISR	2013	8.0
21516	Castilla y León	ISR	2014	9.0
21517	Castilla y León	ISR	2015	8.0
21518	Castilla y León	ISR	2016	4.0
21519	Castilla y León	ISR	2017	4.0
21520	Castilla y León	ITA	1998	1657.0
21521	Castilla y León	ITA	1999	1700.0
21522	Castilla y León	ITA	2000	1758.0
21523	Castilla y León	ITA	2001	1782.0
21524	Castilla y León	ITA	2002	1907.0
21525	Castilla y León	ITA	2003	2082.0
21526	Castilla y León	ITA	2004	2002.0
21527	Castilla y León	ITA	2005	1877.0
21528	Castilla y León	ITA	2006	1849.0
21529	Castilla y León	ITA	2007	1734.0
21530	Castilla y León	ITA	2008	1476.0
21531	Castilla y León	ITA	2009	1213.0
21532	Castilla y León	ITA	2010	1033.0
21533	Castilla y León	ITA	2011	865.0
21534	Castilla y León	ITA	2012	745.0
21535	Castilla y León	ITA	2013	516.0
21536	Castilla y León	ITA	2014	430.0
21537	Castilla y León	ITA	2015	388.0
21538	Castilla y León	ITA	2016	341.0
21539	Castilla y León	ITA	2017	302.0
21540	Castilla y León	CIV	1998	73.0
21541	Castilla y León	CIV	1999	77.0
21542	Castilla y León	CIV	2000	67.0
21543	Castilla y León	CIV	2001	72.0
21544	Castilla y León	CIV	2002	73.0
21545	Castilla y León	CIV	2003	72.0
21546	Castilla y León	CIV	2004	65.0
21547	Castilla y León	CIV	2005	69.0
21548	Castilla y León	CIV	2006	57.0
21549	Castilla y León	CIV	2007	41.0
21550	Castilla y León	CIV	2008	30.0
21551	Castilla y León	CIV	2009	27.0
21552	Castilla y León	CIV	2010	19.0
21553	Castilla y León	CIV	2011	21.0
21554	Castilla y León	CIV	2012	22.0
21555	Castilla y León	CIV	2013	16.0
21556	Castilla y León	CIV	2014	13.0
21557	Castilla y León	CIV	2015	8.0
21558	Castilla y León	CIV	2016	5.0
21559	Castilla y León	CIV	2017	4.0
21560	Castilla y León	JPN	1998	131.0
21561	Castilla y León	JPN	1999	145.0
21562	Castilla y León	JPN	2000	148.0
21563	Castilla y León	JPN	2001	158.0
21564	Castilla y León	JPN	2002	167.0
21565	Castilla y León	JPN	2003	178.0
21566	Castilla y León	JPN	2004	195.0
21567	Castilla y León	JPN	2005	161.0
21568	Castilla y León	JPN	2006	135.0
21569	Castilla y León	JPN	2007	139.0
21570	Castilla y León	JPN	2008	122.0
21571	Castilla y León	JPN	2009	125.0
21572	Castilla y León	JPN	2010	101.0
21573	Castilla y León	JPN	2011	82.0
21574	Castilla y León	JPN	2012	83.0
21575	Castilla y León	JPN	2013	56.0
21576	Castilla y León	JPN	2014	45.0
21577	Castilla y León	JPN	2015	32.0
21578	Castilla y León	JPN	2016	28.0
21579	Castilla y León	JPN	2017	24.0
21580	Castilla y León	JOR	1998	18.0
21581	Castilla y León	JOR	1999	16.0
21582	Castilla y León	JOR	2000	16.0
21583	Castilla y León	JOR	2001	24.0
21584	Castilla y León	JOR	2002	27.0
21585	Castilla y León	JOR	2003	18.0
21586	Castilla y León	JOR	2004	20.0
21587	Castilla y León	JOR	2005	21.0
21588	Castilla y León	JOR	2006	21.0
21589	Castilla y León	JOR	2007	20.0
21590	Castilla y León	JOR	2008	30.0
21591	Castilla y León	JOR	2009	39.0
21592	Castilla y León	JOR	2010	34.0
21593	Castilla y León	JOR	2011	22.0
21594	Castilla y León	JOR	2012	15.0
21595	Castilla y León	JOR	2013	13.0
21596	Castilla y León	JOR	2014	15.0
21597	Castilla y León	JOR	2015	11.0
21598	Castilla y León	JOR	2016	9.0
21599	Castilla y León	JOR	2017	8.0
21600	Castilla y León	KAZ	1998	16.0
21601	Castilla y León	KAZ	1999	20.0
21602	Castilla y León	KAZ	2000	14.0
21603	Castilla y León	KAZ	2001	15.0
21604	Castilla y León	KAZ	2002	12.0
21605	Castilla y León	KAZ	2003	10.0
21606	Castilla y León	KAZ	2004	11.0
21607	Castilla y León	KAZ	2005	9.0
21608	Castilla y León	KAZ	2006	13.0
21609	Castilla y León	KAZ	2007	10.0
21610	Castilla y León	KAZ	2008	6.0
21611	Castilla y León	KAZ	2009	1.0
21612	Castilla y León	KAZ	2010	2.0
21613	Castilla y León	KAZ	2011	1.0
21614	Castilla y León	KAZ	2012	0.0
21615	Castilla y León	KAZ	2013	0.0
21616	Castilla y León	KAZ	2014	0.0
21617	Castilla y León	KAZ	2015	0.0
21618	Castilla y León	KAZ	2016	0.0
21619	Castilla y León	KAZ	2017	2.0
21620	Castilla y León	KEN	1998	60.0
21621	Castilla y León	KEN	1999	59.0
21622	Castilla y León	KEN	2000	53.0
21623	Castilla y León	KEN	2001	54.0
21624	Castilla y León	KEN	2002	67.0
21625	Castilla y León	KEN	2003	67.0
21626	Castilla y León	KEN	2004	52.0
21627	Castilla y León	KEN	2005	42.0
21628	Castilla y León	KEN	2006	30.0
21629	Castilla y León	KEN	2007	25.0
21630	Castilla y León	KEN	2008	23.0
21631	Castilla y León	KEN	2009	25.0
21632	Castilla y León	KEN	2010	20.0
21633	Castilla y León	KEN	2011	14.0
21634	Castilla y León	KEN	2012	13.0
21635	Castilla y León	KEN	2013	11.0
21636	Castilla y León	KEN	2014	8.0
21637	Castilla y León	KEN	2015	2.0
21638	Castilla y León	KEN	2016	1.0
21639	Castilla y León	KEN	2017	2.0
21640	Castilla y León	LVA	1998	26.0
21641	Castilla y León	LVA	1999	32.0
21642	Castilla y León	LVA	2000	36.0
21643	Castilla y León	LVA	2001	39.0
21644	Castilla y León	LVA	2002	43.0
21645	Castilla y León	LVA	2003	44.0
21646	Castilla y León	LVA	2004	41.0
21647	Castilla y León	LVA	2005	43.0
21648	Castilla y León	LVA	2006	45.0
21649	Castilla y León	LVA	2007	39.0
21650	Castilla y León	LVA	2008	32.0
21651	Castilla y León	LVA	2009	20.0
21652	Castilla y León	LVA	2010	15.0
21653	Castilla y León	LVA	2011	20.0
21654	Castilla y León	LVA	2012	17.0
21655	Castilla y León	LVA	2013	18.0
21656	Castilla y León	LVA	2014	12.0
21657	Castilla y León	LVA	2015	1.0
21658	Castilla y León	LVA	2016	0.0
21659	Castilla y León	LVA	2017	3.0
21660	Castilla y León	LBN	1998	16.0
21661	Castilla y León	LBN	1999	13.0
21662	Castilla y León	LBN	2000	15.0
21663	Castilla y León	LBN	2001	15.0
21664	Castilla y León	LBN	2002	19.0
21665	Castilla y León	LBN	2003	18.0
21666	Castilla y León	LBN	2004	20.0
21667	Castilla y León	LBN	2005	17.0
21668	Castilla y León	LBN	2006	20.0
21669	Castilla y León	LBN	2007	23.0
21670	Castilla y León	LBN	2008	19.0
21671	Castilla y León	LBN	2009	20.0
21672	Castilla y León	LBN	2010	18.0
21673	Castilla y León	LBN	2011	14.0
21674	Castilla y León	LBN	2012	13.0
21675	Castilla y León	LBN	2013	10.0
21676	Castilla y León	LBN	2014	8.0
21677	Castilla y León	LBN	2015	6.0
21678	Castilla y León	LBN	2016	7.0
21679	Castilla y León	LBN	2017	6.0
21680	Castilla y León	LBR	1998	7.0
21681	Castilla y León	LBR	1999	5.0
21682	Castilla y León	LBR	2000	6.0
21683	Castilla y León	LBR	2001	7.0
21684	Castilla y León	LBR	2002	8.0
21685	Castilla y León	LBR	2003	8.0
21686	Castilla y León	LBR	2004	6.0
21687	Castilla y León	LBR	2005	7.0
21688	Castilla y León	LBR	2006	4.0
21689	Castilla y León	LBR	2007	3.0
21690	Castilla y León	LBR	2008	7.0
21691	Castilla y León	LBR	2009	7.0
21692	Castilla y León	LBR	2010	6.0
21693	Castilla y León	LBR	2011	8.0
21694	Castilla y León	LBR	2012	9.0
21695	Castilla y León	LBR	2013	6.0
21696	Castilla y León	LBR	2014	4.0
21697	Castilla y León	LBR	2015	5.0
21698	Castilla y León	LBR	2016	0.0
21699	Castilla y León	LBR	2017	2.0
21700	Castilla y León	LIE	1998	0.0
21701	Castilla y León	LIE	1999	0.0
21702	Castilla y León	LIE	2000	0.0
21703	Castilla y León	LIE	2001	0.0
21704	Castilla y León	LIE	2002	1.0
21705	Castilla y León	LIE	2003	0.0
21706	Castilla y León	LIE	2004	0.0
21707	Castilla y León	LIE	2005	0.0
21708	Castilla y León	LIE	2006	0.0
21709	Castilla y León	LIE	2007	0.0
21710	Castilla y León	LIE	2008	0.0
21711	Castilla y León	LIE	2009	0.0
21712	Castilla y León	LIE	2010	0.0
21713	Castilla y León	LIE	2011	1.0
21714	Castilla y León	LIE	2012	1.0
21715	Castilla y León	LIE	2013	1.0
21716	Castilla y León	LIE	2014	1.0
21717	Castilla y León	LIE	2015	1.0
21718	Castilla y León	LIE	2016	1.0
21719	Castilla y León	LIE	2017	1.0
21720	Castilla y León	LTU	1998	124.0
21721	Castilla y León	LTU	1999	135.0
21722	Castilla y León	LTU	2000	156.0
21723	Castilla y León	LTU	2001	174.0
21724	Castilla y León	LTU	2002	199.0
21725	Castilla y León	LTU	2003	209.0
21726	Castilla y León	LTU	2004	195.0
21727	Castilla y León	LTU	2005	182.0
21728	Castilla y León	LTU	2006	184.0
21729	Castilla y León	LTU	2007	165.0
21730	Castilla y León	LTU	2008	139.0
21731	Castilla y León	LTU	2009	119.0
21732	Castilla y León	LTU	2010	97.0
21733	Castilla y León	LTU	2011	81.0
21734	Castilla y León	LTU	2012	61.0
21735	Castilla y León	LTU	2013	24.0
21736	Castilla y León	LTU	2014	20.0
21737	Castilla y León	LTU	2015	1.0
21738	Castilla y León	LTU	2016	2.0
21739	Castilla y León	LTU	2017	2.0
21740	Castilla y León	LUX	1998	1.0
21741	Castilla y León	LUX	1999	2.0
21742	Castilla y León	LUX	2000	2.0
21743	Castilla y León	LUX	2001	1.0
21744	Castilla y León	LUX	2002	2.0
21745	Castilla y León	LUX	2003	2.0
21746	Castilla y León	LUX	2004	2.0
21747	Castilla y León	LUX	2005	2.0
21748	Castilla y León	LUX	2006	3.0
21749	Castilla y León	LUX	2007	3.0
21750	Castilla y León	LUX	2008	3.0
21751	Castilla y León	LUX	2009	2.0
21752	Castilla y León	LUX	2010	2.0
21753	Castilla y León	LUX	2011	2.0
21754	Castilla y León	LUX	2012	3.0
21755	Castilla y León	LUX	2013	3.0
21756	Castilla y León	LUX	2014	3.0
21757	Castilla y León	LUX	2015	4.0
21758	Castilla y León	LUX	2016	1.0
21759	Castilla y León	LUX	2017	5.0
21760	Castilla y León	MKD	1998	34.0
21761	Castilla y León	MKD	1999	36.0
21762	Castilla y León	MKD	2000	32.0
21763	Castilla y León	MKD	2001	35.0
21764	Castilla y León	MKD	2002	42.0
21765	Castilla y León	MKD	2003	40.0
21766	Castilla y León	MKD	2004	34.0
21767	Castilla y León	MKD	2005	33.0
21768	Castilla y León	MKD	2006	40.0
21769	Castilla y León	MKD	2007	36.0
21770	Castilla y León	MKD	2008	23.0
21771	Castilla y León	MKD	2009	18.0
21772	Castilla y León	MKD	2010	16.0
21773	Castilla y León	MKD	2011	2.0
21774	Castilla y León	MKD	2012	9.0
21775	Castilla y León	MKD	2013	3.0
21776	Castilla y León	MKD	2014	3.0
21777	Castilla y León	MKD	2015	3.0
21778	Castilla y León	MKD	2016	3.0
21779	Castilla y León	MKD	2017	5.0
21780	Castilla y León	MLI	1998	371.0
21781	Castilla y León	MLI	1999	362.0
21782	Castilla y León	MLI	2000	342.0
21783	Castilla y León	MLI	2001	338.0
21784	Castilla y León	MLI	2002	315.0
21785	Castilla y León	MLI	2003	350.0
21786	Castilla y León	MLI	2004	353.0
21787	Castilla y León	MLI	2005	320.0
21788	Castilla y León	MLI	2006	300.0
21789	Castilla y León	MLI	2007	243.0
21790	Castilla y León	MLI	2008	242.0
21791	Castilla y León	MLI	2009	192.0
21792	Castilla y León	MLI	2010	155.0
21793	Castilla y León	MLI	2011	122.0
21794	Castilla y León	MLI	2012	94.0
21795	Castilla y León	MLI	2013	69.0
21796	Castilla y León	MLI	2014	33.0
21797	Castilla y León	MLI	2015	16.0
21798	Castilla y León	MLI	2016	5.0
21799	Castilla y León	MLI	2017	1.0
21800	Castilla y León	MLT	1998	6.0
21801	Castilla y León	MLT	1999	5.0
21802	Castilla y León	MLT	2000	5.0
21803	Castilla y León	MLT	2001	5.0
21804	Castilla y León	MLT	2002	5.0
21805	Castilla y León	MLT	2003	4.0
21806	Castilla y León	MLT	2004	4.0
21807	Castilla y León	MLT	2005	3.0
21808	Castilla y León	MLT	2006	2.0
21809	Castilla y León	MLT	2007	2.0
21810	Castilla y León	MLT	2008	3.0
21811	Castilla y León	MLT	2009	2.0
21812	Castilla y León	MLT	2010	2.0
21813	Castilla y León	MLT	2011	1.0
21814	Castilla y León	MLT	2012	1.0
21815	Castilla y León	MLT	2013	3.0
21816	Castilla y León	MLT	2014	3.0
21817	Castilla y León	MLT	2015	3.0
21818	Castilla y León	MLT	2016	3.0
21819	Castilla y León	MLT	2017	3.0
21820	Castilla y León	MRT	1998	128.0
21821	Castilla y León	MRT	1999	144.0
21822	Castilla y León	MRT	2000	172.0
21823	Castilla y León	MRT	2001	178.0
21824	Castilla y León	MRT	2002	202.0
21825	Castilla y León	MRT	2003	218.0
21826	Castilla y León	MRT	2004	223.0
21827	Castilla y León	MRT	2005	233.0
21828	Castilla y León	MRT	2006	238.0
21829	Castilla y León	MRT	2007	219.0
21830	Castilla y León	MRT	2008	229.0
21831	Castilla y León	MRT	2009	253.0
21832	Castilla y León	MRT	2010	231.0
21833	Castilla y León	MRT	2011	150.0
21834	Castilla y León	MRT	2012	126.0
21835	Castilla y León	MRT	2013	114.0
21836	Castilla y León	MRT	2014	71.0
21837	Castilla y León	MRT	2015	18.0
21838	Castilla y León	MRT	2016	9.0
21839	Castilla y León	MRT	2017	3.0
21840	Castilla y León	MEX	1998	705.0
21841	Castilla y León	MEX	1999	749.0
21842	Castilla y León	MEX	2000	693.0
21843	Castilla y León	MEX	2001	739.0
21844	Castilla y León	MEX	2002	849.0
21845	Castilla y León	MEX	2003	869.0
21846	Castilla y León	MEX	2004	879.0
21847	Castilla y León	MEX	2005	849.0
21848	Castilla y León	MEX	2006	882.0
21849	Castilla y León	MEX	2007	768.0
21850	Castilla y León	MEX	2008	647.0
21851	Castilla y León	MEX	2009	866.0
21852	Castilla y León	MEX	2010	822.0
21853	Castilla y León	MEX	2011	646.0
21854	Castilla y León	MEX	2012	611.0
21855	Castilla y León	MEX	2013	431.0
21856	Castilla y León	MEX	2014	346.0
21857	Castilla y León	MEX	2015	199.0
21858	Castilla y León	MEX	2016	154.0
21859	Castilla y León	MEX	2017	138.0
21860	Castilla y León	MDA	1998	486.0
21861	Castilla y León	MDA	1999	494.0
21862	Castilla y León	MDA	2000	503.0
21863	Castilla y León	MDA	2001	520.0
21864	Castilla y León	MDA	2002	533.0
21865	Castilla y León	MDA	2003	506.0
21866	Castilla y León	MDA	2004	497.0
21867	Castilla y León	MDA	2005	528.0
21868	Castilla y León	MDA	2006	507.0
21869	Castilla y León	MDA	2007	421.0
21870	Castilla y León	MDA	2008	342.0
21871	Castilla y León	MDA	2009	252.0
21872	Castilla y León	MDA	2010	198.0
21873	Castilla y León	MDA	2011	124.0
21874	Castilla y León	MDA	2012	74.0
21875	Castilla y León	MDA	2013	32.0
21876	Castilla y León	MDA	2014	7.0
21877	Castilla y León	MDA	2015	3.0
21878	Castilla y León	MDA	2016	1.0
21879	Castilla y León	MDA	2017	1.0
21880	Castilla y León	MAR	1998	19655.0
21881	Castilla y León	MAR	1999	20584.0
21882	Castilla y León	MAR	2000	20778.0
21883	Castilla y León	MAR	2001	21413.0
21884	Castilla y León	MAR	2002	22141.0
21885	Castilla y León	MAR	2003	21624.0
21886	Castilla y León	MAR	2004	21221.0
21887	Castilla y León	MAR	2005	20047.0
21888	Castilla y León	MAR	2006	18983.0
21889	Castilla y León	MAR	2007	16616.0
21890	Castilla y León	MAR	2008	12774.0
21891	Castilla y León	MAR	2009	10672.0
21892	Castilla y León	MAR	2010	8525.0
21893	Castilla y León	MAR	2011	6207.0
21894	Castilla y León	MAR	2012	4585.0
21895	Castilla y León	MAR	2013	3300.0
21896	Castilla y León	MAR	2014	2205.0
21897	Castilla y León	MAR	2015	1487.0
21898	Castilla y León	MAR	2016	1046.0
21899	Castilla y León	MAR	2017	1025.0
21900	Castilla y León	NPL	1998	3.0
21901	Castilla y León	NPL	1999	5.0
21902	Castilla y León	NPL	2000	4.0
21903	Castilla y León	NPL	2001	6.0
21904	Castilla y León	NPL	2002	7.0
21905	Castilla y León	NPL	2003	6.0
21906	Castilla y León	NPL	2004	4.0
21907	Castilla y León	NPL	2005	6.0
21908	Castilla y León	NPL	2006	8.0
21909	Castilla y León	NPL	2007	8.0
21910	Castilla y León	NPL	2008	2.0
21911	Castilla y León	NPL	2009	5.0
21912	Castilla y León	NPL	2010	3.0
21913	Castilla y León	NPL	2011	1.0
21914	Castilla y León	NPL	2012	1.0
21915	Castilla y León	NPL	2013	0.0
21916	Castilla y León	NPL	2014	0.0
21917	Castilla y León	NPL	2015	0.0
21918	Castilla y León	NPL	2016	0.0
21919	Castilla y León	NPL	2017	2.0
21920	Castilla y León	NZL	1998	7.0
21921	Castilla y León	NZL	1999	10.0
21922	Castilla y León	NZL	2000	7.0
21923	Castilla y León	NZL	2001	5.0
21924	Castilla y León	NZL	2002	7.0
21925	Castilla y León	NZL	2003	9.0
21926	Castilla y León	NZL	2004	10.0
21927	Castilla y León	NZL	2005	13.0
21928	Castilla y León	NZL	2006	11.0
21929	Castilla y León	NZL	2007	6.0
21930	Castilla y León	NZL	2008	5.0
21931	Castilla y León	NZL	2009	5.0
21932	Castilla y León	NZL	2010	6.0
21933	Castilla y León	NZL	2011	3.0
21934	Castilla y León	NZL	2012	3.0
21935	Castilla y León	NZL	2013	1.0
21936	Castilla y León	NZL	2014	1.0
21937	Castilla y León	NZL	2015	1.0
21938	Castilla y León	NZL	2016	2.0
21939	Castilla y León	NZL	2017	3.0
21940	Castilla y León	NIC	1998	174.0
21941	Castilla y León	NIC	1999	171.0
21942	Castilla y León	NIC	2000	154.0
21943	Castilla y León	NIC	2001	147.0
21944	Castilla y León	NIC	2002	143.0
21945	Castilla y León	NIC	2003	141.0
21946	Castilla y León	NIC	2004	116.0
21947	Castilla y León	NIC	2005	95.0
21948	Castilla y León	NIC	2006	92.0
21949	Castilla y León	NIC	2007	75.0
21950	Castilla y León	NIC	2008	44.0
21951	Castilla y León	NIC	2009	38.0
21952	Castilla y León	NIC	2010	40.0
21953	Castilla y León	NIC	2011	26.0
21954	Castilla y León	NIC	2012	33.0
21955	Castilla y León	NIC	2013	34.0
21956	Castilla y León	NIC	2014	29.0
21957	Castilla y León	NIC	2015	27.0
21958	Castilla y León	NIC	2016	25.0
21959	Castilla y León	NIC	2017	25.0
21960	Castilla y León	NGA	1998	342.0
21961	Castilla y León	NGA	1999	372.0
21962	Castilla y León	NGA	2000	409.0
21963	Castilla y León	NGA	2001	466.0
21964	Castilla y León	NGA	2002	574.0
21965	Castilla y León	NGA	2003	545.0
21966	Castilla y León	NGA	2004	523.0
21967	Castilla y León	NGA	2005	543.0
21968	Castilla y León	NGA	2006	513.0
21969	Castilla y León	NGA	2007	401.0
21970	Castilla y León	NGA	2008	283.0
21971	Castilla y León	NGA	2009	339.0
21972	Castilla y León	NGA	2010	310.0
21973	Castilla y León	NGA	2011	296.0
21974	Castilla y León	NGA	2012	190.0
21975	Castilla y León	NGA	2013	107.0
21976	Castilla y León	NGA	2014	61.0
21977	Castilla y León	NGA	2015	33.0
21978	Castilla y León	NGA	2016	23.0
21979	Castilla y León	NGA	2017	18.0
21980	Castilla y León	NOR	1998	29.0
21981	Castilla y León	NOR	1999	29.0
21982	Castilla y León	NOR	2000	31.0
21983	Castilla y León	NOR	2001	30.0
21984	Castilla y León	NOR	2002	39.0
21985	Castilla y León	NOR	2003	40.0
21986	Castilla y León	NOR	2004	36.0
21987	Castilla y León	NOR	2005	31.0
21988	Castilla y León	NOR	2006	27.0
21989	Castilla y León	NOR	2007	25.0
21990	Castilla y León	NOR	2008	22.0
21991	Castilla y León	NOR	2009	24.0
21992	Castilla y León	NOR	2010	25.0
21993	Castilla y León	NOR	2011	12.0
21994	Castilla y León	NOR	2012	14.0
21995	Castilla y León	NOR	2013	9.0
21996	Castilla y León	NOR	2014	9.0
21997	Castilla y León	NOR	2015	7.0
21998	Castilla y León	NOR	2016	9.0
21999	Castilla y León	NOR	2017	9.0
22000	Castilla y León	PAK	1998	923.0
22001	Castilla y León	PAK	1999	991.0
22002	Castilla y León	PAK	2000	1045.0
22003	Castilla y León	PAK	2001	1108.0
22004	Castilla y León	PAK	2002	1154.0
22005	Castilla y León	PAK	2003	1112.0
22006	Castilla y León	PAK	2004	1054.0
22007	Castilla y León	PAK	2005	936.0
22008	Castilla y León	PAK	2006	986.0
22009	Castilla y León	PAK	2007	913.0
22010	Castilla y León	PAK	2008	814.0
22011	Castilla y León	PAK	2009	755.0
22012	Castilla y León	PAK	2010	687.0
22013	Castilla y León	PAK	2011	441.0
22014	Castilla y León	PAK	2012	398.0
22015	Castilla y León	PAK	2013	349.0
22016	Castilla y León	PAK	2014	310.0
22017	Castilla y León	PAK	2015	296.0
